n,trial,spatial_mode,scenario,track,target_fraction,target_importance,row_budget_fraction,row_budget,top_row_budget_importance,row_budget_intrinsically_feasible,method,method_label,family,repetition,runtime_ms,deadline_met,valid,error
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c32,TD-2L (32),td,29,0.627202,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,0,0.94696,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,1,0.890555,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,2,0.879484,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,3,0.85096,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,4,0.865418,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,5,0.851211,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,6,0.844969,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,7,0.864015,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,8,0.851221,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,9,0.846582,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,10,0.834751,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,11,0.840231,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,12,0.838017,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,13,0.846201,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,14,0.86637,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,15,0.860198,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,16,0.844859,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,17,0.849718,True,True,
4864,0,random,0,coverage,0.5,0.5,0.25,1216,0.7851924422901524,True,td_2l_c8_trim64,TD-2L (8) + trim 64,trim,18,0.849999,True,True,
