n,trial,spatial_mode,budget_index,row_budget_fraction,row_budget,method,method_label,two_line_efficiency,exact_efficiency,optimality_ratio,optimality_gap_pct,row_match,fallback_used,error
18,3,hot-cold,0,0.25,4,top_r,Top-R,25.5073844523592,32.91738754334687,0.7748909119464631,22.51090880535369,True,False,
18,3,hot-cold,0,0.25,4,legacy_rho2_mu4,Exp24 rho2/mu4,32.91738754334687,32.91738754334687,1.0,0.0,True,False,
18,3,hot-cold,0,0.25,4,frontier16_trim64,Frontier16 + adaptive trim64,32.91738754334687,32.91738754334687,1.0,0.0,True,False,
18,3,hot-cold,0,0.25,4,frontier16_trim256,Frontier16 + adaptive trim256,32.91738754334687,32.91738754334687,1.0,0.0,True,False,
18,3,hot-cold,0,0.25,4,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,32.91738754334687,32.91738754334687,1.0,0.0,True,False,
18,3,hot-cold,1,0.5,9,top_r,Top-R,12.235310311215004,22.779319864376326,0.5371236008828042,46.28763991171958,True,False,
18,3,hot-cold,1,0.5,9,legacy_rho2_mu4,Exp24 rho2/mu4,22.779319864376326,22.779319864376326,1.0,0.0,True,False,
18,3,hot-cold,1,0.5,9,frontier16_trim64,Frontier16 + adaptive trim64,22.779319864376326,22.779319864376326,1.0,0.0,True,False,
18,3,hot-cold,1,0.5,9,frontier16_trim256,Frontier16 + adaptive trim256,22.779319864376326,22.779319864376326,1.0,0.0,True,False,
18,3,hot-cold,1,0.5,9,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,22.779319864376326,22.779319864376326,1.0,0.0,True,False,
18,3,hot-cold,2,0.75,14,top_r,Top-R,11.183029279716237,14.644218293372989,0.7636480866156538,23.635191338434623,True,False,
18,3,hot-cold,2,0.75,14,legacy_rho2_mu4,Exp24 rho2/mu4,14.644218293372989,14.644218293372989,1.0,0.0,True,False,
18,3,hot-cold,2,0.75,14,frontier16_trim64,Frontier16 + adaptive trim64,14.644218293372989,14.644218293372989,1.0,0.0,True,False,
18,3,hot-cold,2,0.75,14,frontier16_trim256,Frontier16 + adaptive trim256,14.644218293372989,14.644218293372989,1.0,0.0,True,False,
18,3,hot-cold,2,0.75,14,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,14.644218293372989,14.644218293372989,1.0,0.0,True,False,
18,4,random,0,0.25,4,top_r,Top-R,15.415230703811464,30.369790238124445,0.507584365349356,49.241563465064395,True,False,
18,4,random,0,0.25,4,legacy_rho2_mu4,Exp24 rho2/mu4,30.35557341303721,30.369790238124445,0.999531876085552,0.046812391444794876,True,False,
18,4,random,0,0.25,4,frontier16_trim64,Frontier16 + adaptive trim64,30.35557341303721,30.369790238124445,0.999531876085552,0.046812391444794876,True,False,
18,4,random,0,0.25,4,frontier16_trim256,Frontier16 + adaptive trim256,30.35557341303721,30.369790238124445,0.999531876085552,0.046812391444794876,True,False,
18,4,random,0,0.25,4,frontier24_trim256_rho3,Frontier24 + adaptive trim256 + rho3,30.35557341303721,30.369790238124445,0.999531876085552,0.046812391444794876,True,False,
