trial,target_cv,spatial_mode,q,budget_rows,target_importance,paper_aff_ms,paper_runtime_ms,paper_gap_pct,quant_aff_ms,quant_solve_ms,quant_single_query_ms,quant_gap_pct,paper_extra_vs_quant_pct
4,1.25,hot-cold,512,128,0.808077453414268,0.028896914968859648,0.52983,0.0,0.028896914968859648,0.127439,100.378829,0.0,0.0
4,1.25,hot-cold,512,160,0.8781751360165163,0.033370922257531965,0.557442,0.0,0.03351073498530298,0.115977,100.367367,0.41896572918196373,-0.4172177298776947
4,1.25,hot-cold,512,192,0.9276528844826648,0.03784492954620429,0.59384,0.0,0.037984742273975296,0.112601,100.363991,0.36943582521486995,-0.3680760205310052
4,1.25,hot-cold,512,224,0.9737915467733034,0.053319822649046986,0.683166,25.58029428156834,0.042598562290418626,0.110726,100.362116,0.32929073326739555,25.16812723757067
4,1.25,hot-cold,16,32,0.3153532358567624,0.015474893102842693,0.924027,1.8402140852826099,0.046792944123548924,0.016712,2.890652,207.944191636936,-66.92900309503109
4,1.25,hot-cold,16,64,0.5485673479350712,0.019948900391515013,0.517948,0.0,0.046792944123548924,0.013045,2.886985,134.5640271152572,-57.36771693859808
4,1.25,hot-cold,16,96,0.6783727535347426,0.02442290768018733,0.486309,0.0,0.046792944123548924,0.012032,2.885972,91.59448472021579,-47.806430782165066
4,1.25,hot-cold,16,128,0.808077453414268,0.028896914968859648,0.52983,0.0,0.046792944123548924,0.012313,2.886253,61.93058731001104,-38.24514462573205
4,1.25,hot-cold,16,160,0.8781751360165163,0.033370922257531965,0.557442,0.0,0.046792944123548924,0.012153,2.8860930000000002,40.220710001467076,-28.68385846929905
4,1.25,hot-cold,16,192,0.9276528844826648,0.03784492954620429,0.59384,0.0,0.046792944123548924,0.011962,2.885902,23.643892813752345,-19.122572312866026
4,1.25,hot-cold,16,224,0.9737915467733034,0.053319822649046986,0.683166,25.58029428156834,0.046792944123548924,0.011962,2.885902,10.208012731289307,13.948424592102882
4,1.25,hot-cold,64,32,0.3153532358567624,0.015474893102842693,0.924027,1.8402140852826099,0.015195267647300673,0.08532,26.197681,0.0,1.8402140852826099
4,1.25,hot-cold,64,64,0.5485673479350712,0.019948900391515013,0.517948,0.0,0.02008871311928602,0.077345,26.189706,0.7008543078919516,-0.6959765264245799
4,1.25,hot-cold,64,96,0.6783727535347426,0.02442290768018733,0.486309,0.0,0.02470253313572935,0.075551,26.187912,1.144931059002685,-1.131970774031965
4,1.25,hot-cold,64,128,0.808077453414268,0.028896914968859648,0.52983,0.0,0.029176540424401667,0.074609,26.18697,0.9676654267189111,-0.9583914044454578
4,1.25,hot-cold,64,160,0.8781751360165163,0.033370922257531965,0.557442,0.0,0.03476904953524207,0.074499,26.18686,4.189657291819504,-4.021183484733903
4,1.25,hot-cold,64,192,0.9276528844826648,0.03784492954620429,0.59384,0.0,0.03882361864060136,0.076352,26.188713,2.5860507765041785,-2.520860055465224
4,1.25,hot-cold,64,224,0.9737915467733034,0.053319822649046986,0.683166,25.58029428156834,0.044975378662525795,0.076824,26.189185,5.927233198813142,18.55336015986435
4,1.25,hot-cold,128,32,0.3153532358567624,0.015474893102842693,0.924027,1.8402140852826099,0.015195267647300673,0.099957,44.282492000000005,0.0,1.8402140852826099
4,1.25,hot-cold,128,64,0.5485673479350712,0.019948900391515013,0.517948,0.0,0.02008871311928602,0.091782,44.274317,0.7008543078919516,-0.6959765264245799
4,1.25,hot-cold,128,96,0.6783727535347426,0.02442290768018733,0.486309,0.0,0.02456272040795834,0.093665,44.2762,0.5724655295013426,-0.5692070155458473
4,1.25,hot-cold,128,128,0.808077453414268,0.028896914968859648,0.52983,0.0,0.029176540424401667,0.086522,44.269057000000004,0.9676654267189111,-0.9583914044454578
