trial,target_cv,spatial_mode,budget_rows,budget_fraction,paper_importance,paper_rows,paper_chunks,paper_aff_ms,paper_runtime_ms,paper_gap_pct,paper_extra_vs_single_pct,target_importance,exact_importance,exact_rows,exact_chunks,exact_aff_ms,exact_build_ms,exact_solve_ms,exact_single_query_ms,single_importance,single_rows,single_chunks,single_aff_ms,single_runtime_ms,single_gap_pct,single_exact
0,1.44,local,192,0.75,0.9001033401250065,192,2,0.04884581536037466,0.51897,26.269414830700132,26.269414830700132,0.9001033401250065,0.9064655362538988,198,1,0.03868380591283035,29.846194,0.169367,30.015561,0.9064655362538985,198,1,0.03868380591283035,0.046978,0.0,True
0,1.44,local,224,0.875,0.9621183242366651,224,1,0.04231893683487661,0.547803,0.0,0.0,0.9621183242366651,0.9621183242366654,224,1,0.04231893683487661,29.846194,0.16585,30.012044,0.9621183242366651,224,1,0.04231893683487661,0.045014,0.0,True
0,1.44,hot-cold,32,0.125,0.3245343695574546,32,1,0.015474893102842693,0.78162,0.9117182587336625,0.9117182587336625,0.3245343695574546,0.32727928259465006,31,1,0.015335080375071683,29.807361,0.144099,29.95146,0.32727928259465,31,1,0.015335080375071683,0.060333,0.0,True
0,1.44,hot-cold,64,0.25,0.5340173394958287,64,1,0.019948900391515013,0.500094,0.0,0.0,0.5340173394958287,0.5340173394958287,64,1,0.019948900391515013,29.807361,0.13903,29.946391,0.5340173394958287,64,1,0.019948900391515013,0.05374,0.0,True
0,1.44,hot-cold,96,0.375,0.7063452411595061,96,1,0.02442290768018733,0.488573,0.0,0.0,0.7063452411595061,0.7063452411595064,96,1,0.02442290768018733,29.807361,0.146594,29.953955,0.7063452411595061,96,1,0.02442290768018733,0.049191,0.0,True
0,1.44,hot-cold,128,0.5,0.8028545206947024,128,1,0.028896914968859648,0.521654,0.0,0.0,0.8028545206947024,0.8028545206947023,128,1,0.028896914968859648,29.807361,0.146434,29.953795,0.8028545206947024,128,1,0.028896914968859648,0.050394,0.0,True
0,1.44,hot-cold,160,0.625,0.8743157377758479,160,1,0.033370922257531965,0.553243,0.0,0.0,0.8743157377758479,0.8743157377758479,160,1,0.033370922257531965,29.807361,0.13935,29.946711,0.8743157377758479,160,1,0.033370922257531965,0.047699,0.0,True
0,1.44,hot-cold,192,0.75,0.9387639411982092,192,2,0.04884581536037466,0.61568,27.653527965378522,27.653527965378522,0.9387639411982092,0.9389053606054131,195,1,0.038264367729517315,29.807361,0.140843,29.948204,0.9389053606054132,195,1,0.038264367729517315,0.044423,0.0,True
0,1.44,hot-cold,224,0.875,0.9737083047621677,224,1,0.04231893683487661,0.685771,0.0,0.0,0.9737083047621677,0.9737083047621674,224,1,0.04231893683487661,29.807361,0.141354,29.948715,0.9737083047621677,224,1,0.04231893683487661,0.043321,0.0,True
0,2.48,random,32,0.125,0.27054940345120637,32,1,0.015474893102842693,0.80315,0.0,0.0,0.27054940345120637,0.2710847997231403,32,1,0.015474893102842693,29.984441,0.15549,30.139931,0.27108479972314037,32,1,0.015474893102842693,0.076774,0.0,True
0,2.48,random,64,0.25,0.3799382632860079,64,1,0.019948900391515013,0.51409,0.0,0.0,0.3799382632860079,0.37993826328600794,64,1,0.019948900391515013,29.984441,0.161081,30.145522,0.3799382632860079,64,1,0.019948900391515013,0.065853,0.0,True
0,2.48,random,96,0.375,0.5511404618955078,96,1,0.02442290768018733,0.482561,0.0,0.0,0.5511404618955078,0.5511404618955077,96,1,0.02442290768018733,29.984441,0.143648,30.128089,0.5511404618955078,96,1,0.02442290768018733,0.059962,0.0,True
