case_id,repetition,runtime_ms
qwen05-000309,1,0.079969
qwen05-000309,2,0.079028
qwen05-000310,0,0.121046
qwen05-000310,1,0.11213
qwen05-000310,2,0.116378
qwen05-000311,0,0.143499
qwen05-000311,1,0.122048
qwen05-000311,2,0.11758
qwen05-000312,0,0.140793
qwen05-000312,1,0.125214
qwen05-000312,2,0.117139
qwen05-000313,0,0.307876
qwen05-000313,1,0.282859
qwen05-000313,2,0.265757
qwen05-000314,0,0.24049
qwen05-000314,1,0.199022
qwen05-000314,2,0.184315
qwen05-000315,0,0.312936
qwen05-000315,1,0.374771
qwen05-000315,2,0.199964
qwen05-000316,0,0.089838
qwen05-000316,1,0.081412
qwen05-000316,2,0.076873
qwen05-000317,0,0.180708
qwen05-000317,1,0.15525
qwen05-000317,2,0.149449
qwen05-000318,0,0.148768
qwen05-000318,1,0.134572
qwen05-000318,2,0.125765
qwen05-000319,0,0.202598
qwen05-000319,1,0.170418
qwen05-000319,2,0.162985
qwen05-000320,0,0.246241
qwen05-000320,1,0.229719
qwen05-000320,2,0.183593
qwen05-000321,0,0.421268
qwen05-000321,1,0.391182
qwen05-000321,2,0.366495
qwen05-000322,0,0.269534
qwen05-000322,1,0.24555
qwen05-000322,2,0.309309
qwen05-000323,0,0.102642
qwen05-000323,1,0.09642
qwen05-000323,2,0.094146
qwen05-000324,0,0.157475
qwen05-000324,1,0.109535
qwen05-000324,2,0.104546
qwen05-000325,0,0.196227
qwen05-000325,1,0.176179
qwen05-000325,2,0.144039
qwen05-000326,0,0.225812
qwen05-000326,1,0.19257
qwen05-000326,2,0.179155
qwen05-000327,0,0.262631
qwen05-000327,1,0.265196
qwen05-000327,2,0.24077
qwen05-000328,0,0.318005
qwen05-000328,1,0.2886
qwen05-000328,2,0.317374
qwen05-000329,0,0.226954
qwen05-000329,1,0.189975
qwen05-000329,2,0.184365
qwen05-000330,0,0.084268
qwen05-000330,1,0.071734
qwen05-000330,2,0.067186
qwen05-000331,0,0.129272
qwen05-000331,1,0.118292
qwen05-000331,2,0.116067
qwen05-000332,0,0.131346
qwen05-000332,1,0.115667
qwen05-000332,2,0.115446
qwen05-000333,0,0.146274
qwen05-000333,1,0.127559
qwen05-000333,2,0.126186
qwen05-000334,0,0.292878
qwen05-000334,1,0.27298
qwen05-000334,2,0.260748
qwen05-000335,0,0.145763
qwen05-000335,1,0.137157
qwen05-000335,2,0.129572
qwen05-000336,0,0.212688
qwen05-000336,1,0.199984
qwen05-000336,2,0.195275
qwen05-000337,0,0.075421
qwen05-000337,1,0.06984
qwen05-000337,2,0.076172
qwen05-000338,0,0.156803
qwen05-000338,1,0.119664
qwen05-000338,2,0.122509
qwen05-000339,0,0.138328
qwen05-000339,1,0.128671
qwen05-000339,2,0.146875
qwen05-000340,0,0.179255
qwen05-000340,1,0.162134
qwen05-000340,2,0.154659
qwen05-000341,0,0.201828
qwen05-000341,1,0.200475
qwen05-000341,2,0.181991
qwen05-000342,0,0.420717
qwen05-000342,1,0.393085
qwen05-000342,2,0.378448
qwen05-000343,0,0.197569
qwen05-000343,1,0.199523
qwen05-000343,2,0.205735
qwen05-000344,0,0.097363
qwen05-000344,1,0.074069
qwen05-000344,2,0.066554
qwen05-000345,0,0.142837
qwen05-000345,1,0.153548
qwen05-000345,2,0.147245
qwen05-000346,0,0.159197
qwen05-000346,1,0.130655
qwen05-000346,2,0.120174
qwen05-000347,0,0.19805
qwen05-000347,1,0.269794
qwen05-000347,2,0.210103
qwen05-000348,0,0.265837
qwen05-000348,1,0.241171
qwen05-000348,2,0.230992
qwen05-000349,0,0.312364
qwen05-000349,1,0.289532
qwen05-000349,2,0.292858
qwen05-000350,0,0.169687
qwen05-000350,1,0.166441
qwen05-000350,2,0.170189
qwen05-000351,0,0.090669
qwen05-000351,1,0.078948
qwen05-000351,2,0.074158
qwen05-000352,0,0.134111
qwen05-000352,1,0.116869
qwen05-000352,2,0.110296
qwen05-000353,0,0.121627
qwen05-000353,1,0.114244
qwen05-000353,2,0.131516
qwen05-000354,0,0.161622
qwen05-000354,1,0.134001
qwen05-000354,2,0.129322
qwen05-000355,0,0.328214
qwen05-000355,1,0.369682
qwen05-000355,2,0.298208
qwen05-000356,0,0.146604
qwen05-000356,1,0.189814
qwen05-000356,2,0.217477
qwen05-000357,0,0.323385
qwen05-000357,1,0.333223
qwen05-000357,2,0.310381
qwen05-000358,0,0.090129
qwen05-000358,1,0.083746
qwen05-000358,2,0.08535
qwen05-000359,0,0.123351
qwen05-000359,1,0.124102
qwen05-000359,2,0.116578
qwen05-000360,0,0.151223
qwen05-000360,1,0.137978
qwen05-000360,2,0.134802
qwen05-000361,0,0.174306
qwen05-000361,1,0.186809
qwen05-000361,2,0.166421
qwen05-000362,0,0.20892
qwen05-000362,1,0.193362
qwen05-000362,2,0.18696
qwen05-000363,0,0.430165
qwen05-000363,1,0.385551
qwen05-000363,2,0.391372
qwen05-000364,0,0.313075
qwen05-000364,1,0.284332
qwen05-000364,2,0.265897
qwen05-000365,0,0.083376
qwen05-000365,1,0.075331
qwen05-000365,2,0.072666
qwen05-000366,0,0.146133
qwen05-000366,1,0.118462
qwen05-000366,2,0.109404
qwen05-000367,0,0.142346
qwen05-000367,1,0.134672
qwen05-000367,2,0.139451
qwen05-000368,0,0.215874
qwen05-000368,1,0.192931
qwen05-000368,2,0.182942
qwen05-000369,0,0.267239
qwen05-000369,1,0.239699
qwen05-000369,2,0.24546
qwen05-000370,0,0.324697
qwen05-000370,1,0.304008
qwen05-000370,2,0.307264
qwen05-000371,0,0.273542
qwen05-000371,1,0.2991
qwen05-000371,2,0.276217
qwen05-000372,0,0.120245
qwen05-000372,1,0.109144
qwen05-000372,2,0.105677
qwen05-000373,0,0.133089
qwen05-000373,1,0.117099
qwen05-000373,2,0.116788
qwen05-000374,0,0.181529
qwen05-000374,1,0.166562
qwen05-000374,2,0.14454
qwen05-000375,0,0.141154
qwen05-000375,1,0.132227
qwen05-000375,2,0.125455
qwen05-000376,0,0.309108
qwen05-000376,1,0.280365
qwen05-000376,2,0.266549
qwen05-000377,0,0.159729
qwen05-000377,1,0.140573
qwen05-000377,2,0.139752
qwen05-000378,0,0.440775
qwen05-000378,1,0.559026
qwen05-000378,2,0.418342
qwen05-000379,0,0.081883
qwen05-000379,1,0.083336
qwen05-000379,2,0.071524
qwen05-000380,0,0.194163
qwen05-000380,1,0.160651
qwen05-000380,2,0.154219
qwen05-000381,0,0.162594
qwen05-000381,1,0.15517
qwen05-000381,2,0.143068
qwen05-000382,0,0.288609
qwen05-000382,1,0.263803
qwen05-000382,2,0.268582
qwen05-000383,0,0.391412
qwen05-000383,1,0.35298
qwen05-000383,2,0.366385
qwen05-000384,0,0.587038
qwen05-000384,1,0.567943
qwen05-000384,2,0.500355
qwen05-000385,0,0.308136
qwen05-000385,1,0.28883
qwen05-000385,2,0.29441
qwen05-000386,0,0.092533
qwen05-000386,1,0.079289
qwen05-000386,2,0.075652
qwen05-000387,0,0.18728
qwen05-000387,1,0.16574
qwen05-000387,2,0.156303
qwen05-000388,0,0.183083
qwen05-000388,1,0.163305
qwen05-000388,2,0.155361
qwen05-000389,0,0.249647
qwen05-000389,1,0.217707
qwen05-000389,2,0.201677
qwen05-000390,0,0.531874
qwen05-000390,1,0.495016
qwen05-000390,2,0.478134
qwen05-000391,0,0.741076
qwen05-000391,1,0.677457
qwen05-000391,2,0.667668
qwen05-000392,0,0.38468
qwen05-000392,1,0.362307
qwen05-000392,2,0.307215
qwen05-000393,0,0.180477
qwen05-000393,1,0.141474
qwen05-000393,2,0.116027
qwen05-000394,0,0.121227
qwen05-000394,1,0.124182
qwen05-000394,2,0.114814
qwen05-000395,0,0.168095
qwen05-000395,1,0.156442
qwen05-000395,2,0.127979
qwen05-000396,0,0.148268
qwen05-000396,1,0.135834
qwen05-000396,2,0.133821
qwen05-000397,0,0.382275
qwen05-000397,1,0.402372
qwen05-000397,2,0.411179
qwen05-000398,0,0.180318
qwen05-000398,1,0.208661
qwen05-000398,2,0.210153
qwen05-000399,0,0.332171
qwen05-000399,1,0.291685
qwen05-000399,2,0.283841
qwen05-000400,0,0.083236
qwen05-000400,1,0.075391
qwen05-000400,2,0.072786
qwen05-000401,0,0.12291
qwen05-000401,1,0.115857
qwen05-000401,2,0.122018
qwen05-000402,0,0.154609
qwen05-000402,1,0.141304
qwen05-000402,2,0.136426
qwen05-000403,0,0.301323
qwen05-000403,1,0.277659
qwen05-000403,2,0.258734
qwen05-000404,0,0.44911
qwen05-000404,1,0.37953
qwen05-000404,2,0.36903
qwen05-000405,0,0.502971
qwen05-000405,1,0.463978
qwen05-000405,2,0.460471
qwen05-000406,0,0.378147
qwen05-000406,1,0.327933
qwen05-000406,2,0.284392
qwen05-000407,0,0.107701
qwen05-000407,1,0.086963
qwen05-000407,2,0.087554
qwen05-000408,0,0.149149
qwen05-000408,1,0.153487
qwen05-000408,2,0.135143
qwen05-000409,0,0.193341
qwen05-000409,1,0.16587
qwen05-000409,2,0.164297
qwen05-000410,0,0.239238
qwen05-000410,1,0.235741
qwen05-000410,2,0.212127
qwen05-000411,0,0.682526
qwen05-000411,1,0.612796
qwen05-000411,2,0.538407
qwen05-000412,0,0.955417
qwen05-000412,1,0.777014
qwen05-000412,2,0.70579
qwen05-000413,0,0.395199
qwen05-000413,1,0.328345
qwen05-000413,2,0.319477
qwen05-000414,0,0.118602
qwen05-000414,1,0.103544
qwen05-000414,2,0.087894
qwen05-000415,0,0.202348
qwen05-000415,1,0.168365
qwen05-000415,2,0.147085
qwen05-000416,0,0.165389
qwen05-000416,1,0.134602
qwen05-000416,2,0.139311
qwen05-000417,0,0.21399
qwen05-000417,1,0.163606
qwen05-000417,2,0.150522
qwen05-000418,0,0.514753
qwen05-000418,1,0.460431
qwen05-000418,2,0.40656
qwen05-000419,0,0.190446
qwen05-000419,1,0.160881
qwen05-000419,2,0.157594
qwen05-000420,0,0.596506
qwen05-000420,1,0.522497
qwen05-000420,2,0.354773
qwen05-000421,0,0.178484
qwen05-000421,1,0.141775
qwen05-000421,2,0.136636
qwen05-000422,0,0.159639
qwen05-000422,1,0.165229
qwen05-000422,2,0.150491
qwen05-000423,0,0.375612
qwen05-000423,1,0.282598
qwen05-000423,2,0.282589
qwen05-000424,0,0.675443
qwen05-000424,1,0.615812
qwen05-000424,2,0.616413
qwen05-000425,0,1.515285
qwen05-000425,1,1.40589
qwen05-000425,2,1.184245
qwen05-000426,0,1.990323
qwen05-000426,1,1.43825
qwen05-000426,2,1.383828
qwen05-000427,0,0.372306
qwen05-000427,1,0.416709
qwen05-000427,2,0.389929
qwen05-000428,0,0.396121
qwen05-000428,1,0.17658
qwen05-000428,2,0.149129
qwen05-000429,0,0.222776
qwen05-000429,1,0.177983
qwen05-000429,2,0.186008
qwen05-000430,0,0.291906
qwen05-000430,1,0.26162
qwen05-000430,2,0.268202
qwen05-000431,0,0.600573
qwen05-000431,1,0.667889
qwen05-000431,2,0.568864
qwen05-000432,0,1.558144
qwen05-000432,1,1.374971
qwen05-000432,2,1.607266
qwen05-000433,0,2.147796
qwen05-000433,1,2.210294
qwen05-000433,2,2.374321
qwen05-000434,0,0.353702
qwen05-000434,1,0.319137
qwen05-000434,2,0.323285
qwen05-000435,0,0.155551
qwen05-000435,1,0.147446
qwen05-000435,2,0.140253
qwen05-000436,0,0.146524
qwen05-000436,1,0.136325
qwen05-000436,2,0.130333
qwen05-000437,0,0.269715
qwen05-000437,1,0.18169
qwen05-000437,2,0.173765
qwen05-000438,0,0.211886
qwen05-000438,1,0.206136
qwen05-000438,2,0.194624
qwen05-000439,0,0.908249
qwen05-000439,1,0.836635
qwen05-000439,2,0.794206
qwen05-000440,0,0.274544
qwen05-000440,1,0.246982
qwen05-000440,2,0.232064
qwen05-000441,0,0.326891
qwen05-000441,1,0.33666
qwen05-000441,2,0.277749
qwen05-000442,0,0.084138
qwen05-000442,1,0.077325
qwen05-000442,2,0.075041
qwen05-000443,0,0.146123
qwen05-000443,1,0.159869
qwen05-000443,2,0.16063
qwen05-000444,0,0.200766
qwen05-000444,1,0.201207
qwen05-000444,2,0.18724
qwen05-000445,0,0.179947
qwen05-000445,1,0.157014
qwen05-000445,2,0.150331
qwen05-000446,0,0.200014
qwen05-000446,1,0.195325
qwen05-000446,2,0.20322
qwen05-000447,0,0.426027
qwen05-000447,1,0.409606
qwen05-000447,2,0.421719
qwen05-000448,0,0.237504
qwen05-000448,1,0.227375
qwen05-000448,2,0.217156
qwen05-000449,0,0.120606
qwen05-000449,1,0.108623
qwen05-000449,2,0.125735
qwen05-000450,0,0.183282
qwen05-000450,1,0.223519
qwen05-000450,2,0.174486
qwen05-000451,0,0.137828
qwen05-000451,1,0.154098
qwen05-000451,2,0.127699
qwen05-000452,0,0.204763
qwen05-000452,1,0.202438
qwen05-000452,2,0.182081
qwen05-000453,0,0.275896
qwen05-000453,1,0.248054
qwen05-000453,2,0.234399
qwen05-000454,0,0.326872
qwen05-000454,1,0.292116
qwen05-000454,2,0.290824
qwen05-000455,0,0.3207
qwen05-000455,1,0.279282
qwen05-000455,2,0.288269
qwen05-000456,0,0.089627
qwen05-000456,1,0.081713
qwen05-000456,2,0.077555
qwen05-000457,0,0.125915
qwen05-000457,1,0.117109
qwen05-000457,2,0.107942
qwen05-000458,0,0.135493
qwen05-000458,1,0.120285
qwen05-000458,2,0.11211
qwen05-000459,0,0.131706
qwen05-000459,1,0.124363
qwen05-000459,2,0.122339
qwen05-000460,0,0.316883
qwen05-000460,1,0.279924
qwen05-000460,2,0.270446
qwen05-000461,0,0.175959
qwen05-000461,1,0.148148
qwen05-000461,2,0.136615
qwen05-000462,0,0.211906
qwen05-000462,1,0.205685
qwen05-000462,2,0.274423
qwen05-000463,0,0.084057
qwen05-000463,1,0.072135
qwen05-000463,2,0.067186
qwen05-000464,0,0.121287
qwen05-000464,1,0.115386
qwen05-000464,2,0.109975
qwen05-000465,0,0.141114
qwen05-000465,1,0.132027
qwen05-000465,2,0.132879
qwen05-000466,0,0.247573
qwen05-000466,1,0.240219
qwen05-000466,2,0.221504
qwen05-000467,0,0.234839
qwen05-000467,1,0.198882
qwen05-000467,2,0.185557
qwen05-000468,0,0.442117
qwen05-000468,1,0.389408
qwen05-000468,2,0.39077
qwen05-000469,0,0.184656
qwen05-000469,1,0.17095
qwen05-000469,2,0.16574
qwen05-000470,0,0.088395
qwen05-000470,1,0.080611
qwen05-000470,2,0.08582
qwen05-000471,0,0.120786
qwen05-000471,1,0.116798
qwen05-000471,2,0.106519
qwen05-000472,0,0.227225
qwen05-000472,1,0.187931
qwen05-000472,2,0.174566
qwen05-000473,0,0.222636
qwen05-000473,1,0.193872
qwen05-000473,2,0.193492
qwen05-000474,0,0.255338
qwen05-000474,1,0.265457
qwen05-000474,2,0.36911
qwen05-000475,0,0.327583
qwen05-000475,1,0.292487
qwen05-000475,2,0.274733
qwen05-000476,0,0.205214
qwen05-000476,1,0.191277
qwen05-000476,2,0.187701
qwen05-000477,0,0.076803
qwen05-000477,1,0.06977
qwen05-000477,2,0.067807
qwen05-000478,0,0.190025
qwen05-000478,1,0.258784
qwen05-000478,2,0.170649
qwen05-000479,0,0.175328
qwen05-000479,1,0.135624
qwen05-000479,2,0.116929
qwen05-000480,0,0.212878
qwen05-000480,1,0.190747
qwen05-000480,2,0.132137
qwen05-000481,0,0.309179
qwen05-000481,1,0.278581
qwen05-000481,2,0.271558
qwen05-000482,0,0.157485
qwen05-000482,1,0.147646
qwen05-000482,2,0.17076
qwen05-000483,0,0.214421
qwen05-000483,1,0.221995
qwen05-000483,2,0.260227
qwen05-000484,0,0.206266
qwen05-000484,1,0.102111
qwen05-000484,2,0.091411
qwen05-000485,0,0.126777
qwen05-000485,1,0.14426
qwen05-000485,2,0.123351
qwen05-000486,0,0.202849
qwen05-000486,1,0.18716
qwen05-000486,2,0.22477
qwen05-000487,0,0.173434
qwen05-000487,1,0.172052
qwen05-000487,2,0.175488
qwen05-000488,0,0.212588
qwen05-000488,1,0.200024
qwen05-000488,2,0.191468
qwen05-000489,0,0.436487
qwen05-000489,1,0.436015
qwen05-000489,2,0.423141
qwen05-000490,0,0.250949
qwen05-000490,1,0.222727
qwen05-000490,2,0.210914
qwen05-000491,0,0.07479
qwen05-000491,1,0.068408
qwen05-000491,2,0.066454
qwen05-000492,0,0.167003
qwen05-000492,1,0.155601
qwen05-000492,2,0.151363
qwen05-000493,0,0.135243
qwen05-000493,1,0.126577
qwen05-000493,2,0.119945
qwen05-000494,0,0.370984
qwen05-000494,1,0.33697
qwen05-000494,2,0.297206
qwen05-000495,0,0.26214
qwen05-000495,1,0.24607
qwen05-000495,2,0.233397
qwen05-000496,0,0.341018
qwen05-000496,1,0.312374
qwen05-000496,2,0.386072
qwen05-000497,0,0.172803
qwen05-000497,1,0.173705
qwen05-000497,2,0.231773
qwen05-000498,0,0.075291
qwen05-000498,1,0.068017
qwen05-000498,2,0.06442
qwen05-000499,0,0.1284
qwen05-000499,1,0.121557
qwen05-000499,2,0.120356
qwen05-000500,0,0.129101
qwen05-000500,1,0.119463
qwen05-000500,2,0.141014
qwen05-000501,0,0.134973
qwen05-000501,1,0.123561
qwen05-000501,2,0.123271
qwen05-000502,0,0.457165
qwen05-000502,1,0.333424
qwen05-000502,2,0.300001
qwen05-000503,0,0.182311
qwen05-000503,1,0.161282
qwen05-000503,2,0.135513
qwen05-000504,0,0.283129
qwen05-000504,1,0.237714
qwen05-000504,2,0.223217
qwen05-000505,0,0.083997
qwen05-000505,1,0.07467
qwen05-000505,2,0.071594
qwen05-000506,0,0.125355
qwen05-000506,1,0.111329
qwen05-000506,2,0.106419
qwen05-000507,0,0.146564
qwen05-000507,1,0.140092
qwen05-000507,2,0.134922
qwen05-000508,0,0.185717
qwen05-000508,1,0.160711
qwen05-000508,2,0.162244
qwen05-000509,0,0.201978
qwen05-000509,1,0.220753
qwen05-000509,2,0.18725
qwen05-000510,0,0.506708
qwen05-000510,1,0.463727
qwen05-000510,2,0.448259
qwen05-000511,0,0.246671
qwen05-000511,1,0.245229
qwen05-000511,2,0.219691
qwen05-000512,0,0.129452
qwen05-000512,1,0.110316
qwen05-000512,2,0.104015
qwen05-000513,0,0.117951
qwen05-000513,1,0.123551
qwen05-000513,2,0.116899
qwen05-000514,0,0.13865
qwen05-000514,1,0.136535
qwen05-000514,2,0.133229
qwen05-000515,0,0.363089
qwen05-000515,1,0.361626
qwen05-000515,2,0.341068
qwen05-000516,0,0.311463
qwen05-000516,1,0.479647
qwen05-000516,2,0.300602
qwen05-000517,0,0.367578
qwen05-000517,1,0.318886
qwen05-000517,2,0.306243
qwen05-000518,0,0.247332
qwen05-000518,1,0.246101
qwen05-000518,2,0.237143
qwen05-000519,0,0.096811
qwen05-000519,1,0.08024
qwen05-000519,2,0.077185
qwen05-000520,0,0.138178
qwen05-000520,1,0.121698
qwen05-000520,2,0.109444
qwen05-000521,0,0.137347
qwen05-000521,1,0.118512
qwen05-000521,2,0.116097
qwen05-000522,0,0.180097
qwen05-000522,1,0.169827
qwen05-000522,2,0.169347
qwen05-000523,0,0.355485
qwen05-000523,1,0.276487
qwen05-000523,2,0.269784
qwen05-000524,0,0.14963
qwen05-000524,1,0.136114
qwen05-000524,2,0.132097
qwen05-000525,0,0.445113
qwen05-000525,1,0.314758
qwen05-000525,2,0.369921
qwen05-000526,0,0.095859
qwen05-000526,1,0.08044
qwen05-000526,2,0.092042
qwen05-000527,0,0.179305
qwen05-000527,1,0.164117
qwen05-000527,2,0.180768
qwen05-000528,0,0.373669
qwen05-000528,1,0.392564
qwen05-000528,2,0.205444
qwen05-000529,0,0.335849
qwen05-000529,1,0.408504
qwen05-000529,2,0.295312
qwen05-000530,0,0.590464
qwen05-000530,1,0.534499
qwen05-000530,2,0.532596
qwen05-000531,0,0.510324
qwen05-000531,1,0.46542
qwen05-000531,2,0.459189
qwen05-000532,0,0.343312
qwen05-000532,1,0.328113
qwen05-000532,2,0.288069
qwen05-000533,0,0.119133
qwen05-000533,1,0.081843
qwen05-000533,2,0.0751
qwen05-000534,0,0.136886
qwen05-000534,1,0.127569
qwen05-000534,2,0.15518
qwen05-000535,0,0.173946
qwen05-000535,1,0.15485
qwen05-000535,2,0.163065
qwen05-000536,0,0.255077
qwen05-000536,1,0.223097
qwen05-000536,2,0.216044
qwen05-000537,0,0.545771
qwen05-000537,1,0.485769
qwen05-000537,2,0.52952
qwen05-000538,0,0.777815
qwen05-000538,1,1.014697
qwen05-000538,2,0.761625
qwen05-000539,0,0.466292
qwen05-000539,1,0.381153
qwen05-000539,2,0.36358
qwen05-000540,0,0.099847
qwen05-000540,1,0.135313
qwen05-000540,2,0.081002
qwen05-000541,0,0.142136
qwen05-000541,1,0.152886
qwen05-000541,2,0.127619
qwen05-000542,0,0.134872
qwen05-000542,1,0.12288
qwen05-000542,2,0.122409
qwen05-000543,0,0.151564
qwen05-000543,1,0.137798
qwen05-000543,2,0.141815
qwen05-000544,0,0.461713
qwen05-000544,1,0.42778
qwen05-000544,2,0.366355
qwen05-000545,0,0.202399
qwen05-000545,1,0.176471
qwen05-000545,2,0.159368
qwen05-000546,0,0.331239
qwen05-000546,1,0.28876
qwen05-000546,2,0.309349
qwen05-000547,0,0.112821
qwen05-000547,1,0.13915
qwen05-000547,2,0.102692
qwen05-000548,0,0.131977
qwen05-000548,1,0.121087
qwen05-000548,2,0.113151
qwen05-000549,0,0.177873
qwen05-000549,1,0.14392
qwen05-000549,2,0.142767
qwen05-000550,0,0.291526
qwen05-000550,1,0.313175
qwen05-000550,2,0.31546
qwen05-000551,0,0.396071
qwen05-000551,1,0.373428
qwen05-000551,2,0.353821
qwen05-000552,0,0.54001
qwen05-000552,1,0.475339
qwen05-000552,2,0.451014
qwen05-000553,0,0.322514
qwen05-000553,1,0.305922
qwen05-000553,2,0.348051
qwen05-000554,0,0.089357
qwen05-000554,1,0.078207
qwen05-000554,2,0.07478
qwen05-000555,0,0.121197
qwen05-000555,1,0.118401
qwen05-000555,2,0.119994
qwen05-000556,0,0.220293
qwen05-000556,1,0.16027
qwen05-000556,2,0.152896
qwen05-000557,0,0.249066
qwen05-000557,1,0.218299
qwen05-000557,2,0.211025
qwen05-000558,0,0.560317
qwen05-000558,1,0.494916
qwen05-000558,2,0.5026
qwen05-000559,0,0.846232
qwen05-000559,1,0.755323
qwen05-000559,2,0.991494
qwen05-000560,0,0.308828
qwen05-000560,1,0.305802
qwen05-000560,2,0.297827
qwen05-000561,0,0.092984
qwen05-000561,1,0.079539
qwen05-000561,2,0.0749
qwen05-000562,0,0.177081
qwen05-000562,1,0.160219
qwen05-000562,2,0.118642
qwen05-000563,0,0.140403
qwen05-000563,1,0.121777
qwen05-000563,2,0.11741
qwen05-000564,0,0.147656
qwen05-000564,1,0.137958
qwen05-000564,2,0.127078
qwen05-000565,0,0.345176
qwen05-000565,1,0.327924
qwen05-000565,2,0.30502
qwen05-000566,0,0.17632
qwen05-000566,1,0.159448
qwen05-000566,2,0.153087
qwen05-000567,0,0.282538
qwen05-000567,1,0.277308
qwen05-000567,2,0.262872
qwen05-000568,0,0.140012
qwen05-000568,1,0.137276
qwen05-000568,2,0.120746
qwen05-000569,0,0.157314
qwen05-000569,1,0.129452
qwen05-000569,2,0.124634
qwen05-000570,0,0.329977
qwen05-000570,1,0.445403
qwen05-000570,2,0.324807
qwen05-000571,0,0.623797
qwen05-000571,1,0.584012
qwen05-000571,2,0.551732
qwen05-000572,0,1.306584
qwen05-000572,1,1.183504
qwen05-000572,2,1.184835
qwen05-000573,0,1.652821
qwen05-000573,1,1.177121
qwen05-000573,2,1.111969
qwen05-000574,0,0.367167
qwen05-000574,1,0.321101
qwen05-000574,2,0.31536
qwen05-000575,0,0.192591
qwen05-000575,1,0.163225
qwen05-000575,2,0.15542
qwen05-000576,0,0.215663
qwen05-000576,1,0.205735
qwen05-000576,2,0.189394
qwen05-000577,0,0.376044
qwen05-000577,1,0.300302
qwen05-000577,2,0.259115
qwen05-000578,0,0.45986
qwen05-000578,1,0.449561
qwen05-000578,2,0.409846
qwen05-000579,0,1.030157
qwen05-000579,1,0.955527
qwen05-000579,2,0.938775
qwen05-000580,0,2.330248
qwen05-000580,1,2.247974
qwen05-000580,2,2.398876
qwen05-000581,0,0.302376
qwen05-000581,1,0.307795
qwen05-000581,2,0.286416
qwen05-000582,0,0.231563
qwen05-000582,1,0.190977
qwen05-000582,2,0.187421
qwen05-000583,0,0.251941
qwen05-000583,1,0.195095
qwen05-000583,2,0.187751
qwen05-000584,0,0.244788
qwen05-000584,1,0.287829
qwen05-000584,2,0.252111
qwen05-000585,0,0.337541
qwen05-000585,1,0.277079
qwen05-000585,2,0.231032
qwen05-000586,0,0.927234
qwen05-000586,1,0.81783
qwen05-000586,2,0.882931
qwen05-000587,0,0.343272
qwen05-000587,1,0.330458
qwen05-000587,2,0.29938
qwen05-000588,0,0.309679
qwen05-000588,1,0.256279
qwen05-000588,2,0.265907
qwen05-000589,0,0.102572
qwen05-000589,1,0.081312
qwen05-000589,2,0.077455
qwen05-000590,0,0.131646
qwen05-000590,1,0.123371
qwen05-000590,2,0.111279
qwen05-000591,0,0.200976
qwen05-000591,1,0.169277
qwen05-000591,2,0.143057
qwen05-000592,0,0.200214
qwen05-000592,1,0.173664
qwen05-000592,2,0.18202
qwen05-000593,0,0.206436
qwen05-000593,1,0.184946
qwen05-000593,2,0.189124
qwen05-000594,0,0.54565
qwen05-000594,1,0.419034
qwen05-000594,2,0.409576
qwen05-000595,0,0.222466
qwen05-000595,1,0.226704
qwen05-000595,2,0.228116
qwen05-000596,0,0.134933
qwen05-000596,1,0.098915
qwen05-000596,2,0.10163
qwen05-000597,0,0.125054
qwen05-000597,1,0.115486
qwen05-000597,2,0.124944
qwen05-000598,0,0.141414
qwen05-000598,1,0.13393
qwen05-000598,2,0.127318
qwen05-000599,0,0.211305
qwen05-000599,1,0.22436
qwen05-000599,2,0.194865
qwen05-000600,0,0.415948
qwen05-000600,1,0.437549
qwen05-000600,2,0.435915
qwen05-000601,0,0.711591
qwen05-000601,1,0.546211
qwen05-000601,2,0.442447
qwen05-000602,0,0.521155
