trial,target_cv,spatial_mode,budget_fraction,method,affine_matched_ratio,method_lookup_over_affine,cover_lookup_over_affine,relative_rescale_correction,lookup_matched_ratio,factorization_error
0,1.07,random,0.875,top,5.790492135788555,1.1020720254014564,1.3454843421079292,0.8190894467600224,4.742930999971308,0.0
0,1.07,local,0.125,paper,1.1810327094449715,0.9612631391830867,1.0423930394980652,0.9221695682522552,1.0891124237606609,4.440892098500626e-16
0,1.07,local,0.125,dpr,1.0,1.0565767369649328,1.0565767369649328,1.0,1.0,0.0
0,1.07,local,0.125,top,5.588144511080276,1.0199358243674885,1.0613277921368118,0.9609998267491071,5.370205906997119,0.0
0,1.07,local,0.25,paper,1.150529985702194,0.9730978738088109,1.103678509916501,0.881685984700772,1.0144061633716042,2.220446049250313e-16
0,1.07,local,0.25,dpr,1.0020491105306073,1.1115419494386307,1.0895805276927026,1.0201558500613384,1.0222462621565598,0.0
0,1.07,local,0.25,top,4.990002910535864,1.0303698722329535,1.1215790327396844,0.9186779015617527,4.584205402638126,0.0
0,1.07,local,0.375,paper,1.2169173224923109,0.9749301115712057,1.1561692473517962,0.8432416913045228,1.0261554211961872,-4.440892098500626e-16
0,1.07,local,0.375,dpr,1.0133022959480575,1.1583446216460163,1.1227178317902977,1.0317326302717644,1.0454570430589074,2.220446049250313e-16
0,1.07,local,0.375,top,4.565586326378604,1.0119192353894468,1.1869898153025429,0.852508776692011,3.892202413982796,4.440892098500626e-16
0,1.07,local,0.5,paper,1.2675921788847628,0.9856959806020107,1.1913087768085846,0.8274059587159316,1.048813322030964,0.0
0,1.07,local,0.5,dpr,1.0033014217993068,1.2169579220827316,1.1918591148735003,1.0210585352715076,1.0244294801782212,0.0
0,1.07,local,0.5,top,3.992131166266356,1.0440764476771711,1.2197735172604367,0.8559592685879307,3.4171016731844337,8.881784197001252e-16
0,1.07,local,0.625,paper,1.2929299685743143,0.9967494381844735,1.2456547354976022,0.8001811495432574,1.0345781885327223,-2.220446049250313e-16
0,1.07,local,0.625,dpr,1.0099463514148277,1.2727988180940046,1.2004774123489335,1.06024387048113,1.0707894286023525,2.220446049250313e-16
0,1.07,local,0.625,top,3.4805507718823403,1.0343276360397078,1.2866860730501,0.8038694579073399,2.7979084622120305,0.0
0,1.07,local,0.75,paper,1.2917150632242331,1.028494542359635,1.2896929509172117,0.7974724073882733,1.0301071211291244,-4.440892098500626e-16
0,1.07,local,0.75,dpr,1.0,1.2852958735868787,1.2852958735868787,1.0,1.0,0.0
0,1.07,local,0.75,top,2.831466244616603,1.0360528566018474,1.286504808027435,0.8053237346158082,2.280246970553241,8.881784197001252e-16
0,1.07,local,0.875,paper,1.3065744443204863,1.0562828189073215,1.3030255496098773,0.8106386089079911,1.0591596899786904,-2.220446049250313e-16
0,1.07,local,0.875,dpr,1.007581331509789,1.3164939472316584,1.3021643322429939,1.0110044597550767,1.018669219722355,0.0
0,1.07,local,0.875,top,2.10630316787642,1.0465288989470714,1.305400374273224,0.8016918943582514,1.6886061767476326,-4.440892098500626e-16
0,1.07,hot-cold,0.125,paper,1.2646225311792718,1.0457329965339808,1.2652626386424515,0.8264948040005256,1.0452039510416609,0.0
0,1.07,hot-cold,0.125,dpr,1.0,1.2646932032818425,1.2646932032818425,1.0,1.0,0.0
0,1.07,hot-cold,0.125,top,19.376976956177977,0.9449282240993389,1.2933181730848955,0.7306231705114317,14.157268338649704,0.0
0,1.07,hot-cold,0.25,paper,1.29543674307982,1.0432001168635527,1.3092834840438314,0.7967717683580198,1.0321674245796622,2.220446049250313e-16
0,1.07,hot-cold,0.25,dpr,1.0,1.309787973869217,1.309787973869217,1.0,1.0,0.0
0,1.07,hot-cold,0.25,top,17.453761924884624,0.9810258881517429,1.319736562476692,0.743349783619463,12.974250150208608,0.0
0,1.07,hot-cold,0.375,paper,1.3047412157695948,1.045036829481286,1.3251356808336812,0.7886262852901396,1.0289532182573162,2.220446049250313e-16
0,1.07,hot-cold,0.375,dpr,1.0,1.3255427957029116,1.3255427957029116,1.0,1.0,0.0
0,1.07,hot-cold,0.375,top,14.389782573181446,1.0040354071317905,1.3306344722481571,0.7545538824313147,10.857866307936536,1.7763568394002505e-15
